binary_label,playback_label,media_label,template
not-media,question,not_media,which {author_name} starred in {black_white_movie_name}
not-media,question,not_media,who featured in {cartoon_name}
not-media,question,not_media,which {actor_name} directed {silent_movie_name}
not-media,question,not_media,which {actor_name} featured in {silent_movie_name}
not-media,question,not_media,which {director_name} invented {series_name}
not-media,question,not_media,which {music_artist_name} starred in {anime_name}
not-media,question,not_media,which {music_artist_name} starred in {cartoon_name}
not-media,question,not_media,who starred in {black_white_movie_name}
not-media,question,not_media,what did {director_name} do
not-media,question,not_media,which {director_name} invented {short_film_name}
not-media,question,not_media,which {music_artist_name} featured in {silent_movie_name}
not-media,question,not_media,who directed {short_film_name}
not-media,question,not_media,which {actor_name} starred in {movie_name}
not-media,question,not_media,{generic_play_verb} did {actor_name}
not-media,question,not_media,what did {music_artist_name} discover
not-media,question,not_media,how many things did {director_name} create
not-media,question,not_media,which {director_name} featured in {black_white_movie_name}
not-media,question,not_media,which {music_artist_name} starred in {radio_theatre_name}
not-media,question,not_media,which {actor_name} starred in {series_name}
not-media,question,not_media,which {author_name} created {cartoon_name}
not-media,question,not_media,which {director_name} featured in {radio_theatre_name}
not-media,question,not_media,{generic_play_verb} was {actor_name}
not-media,question,not_media,where was {author_name} death
not-media,question,not_media,which {author_name} invented {movie_name}
not-media,question,not_media,where was {music_artist_name} death
not-media,question,not_media,which {author_name} created {series_name}
not-media,question,not_media,which {director_name} starred in {movie_name}
not-media,question,not_media,{generic_play_verb} was {music_artist_name}
not-media,question,not_media,who starred in {anime_name}
not-media,question,not_media,which {author_name} invented {short_film_name}
not-media,question,not_media,how did {music_artist_name} die
not-media,question,not_media,which {author_name} directed {radio_theatre_name}
not-media,question,not_media,which {author_name} starred in {movie_name}
not-media,question,not_media,which {music_artist_name} featured in {black_white_movie_name}
not-media,question,not_media,which {actor_name} invented {movie_name}
not-media,question,not_media,which {author_name} featured in {movie_name}
not-media,question,not_media,how did {actor_name} die
not-media,question,not_media,where was {music_artist_name} born
not-media,question,not_media,which {director_name} directed {cartoon_name}
not-media,question,not_media,which {author_name} starred in {radio_theatre_name}
not-media,question,not_media,who featured in {anime_name}
not-media,question,not_media,when was {series_name} released
not-media,question,not_media,{question_verb} {music_artist_name}
not-media,question,not_media,which {director_name} directed {silent_movie_name}
not-media,question,not_media,which {music_artist_name} directed {radio_theatre_name}
not-media,question,not_media,where was {actor_name} born
not-media,question,not_media,which {actor_name} created {radio_theatre_name}
not-media,question,not_media,{question_verb} {author_name}
not-media,question,not_media,when was {music_name} debut
not-media,question,not_media,when was {silent_movie_name} released
not-media,question,not_media,who starred in {short_film_name}
not-media,question,not_media,which {music_artist_name} directed {movie_name}
not-media,question,not_media,who featured in {series_name}
not-media,question,not_media,who directed {series_name}
not-media,question,not_media,{generic_play_verb} did {music_artist_name}
not-media,question,not_media,where did {music_artist_name} die
not-media,question,not_media,which {author_name} created {movie_name}
not-media,question,not_media,which {author_name} invented {cartoon_name}
not-media,question,not_media,which {music_artist_name} invented {anime_name}
not-media,question,not_media,which {actor_name} featured in {black_white_movie_name}
not-media,question,not_media,when is {author_name} birthday
not-media,question,not_media,which {actor_name} starred in {radio_theatre_name}
not-media,question,not_media,which {actor_name} created {cartoon_name}
not-media,question,not_media,which {actor_name} featured in {short_film_name}
not-media,question,not_media,when was {series_name} debut
not-media,question,not_media,who directed {silent_movie_name}
not-media,question,not_media,{question_verb} is {actor_name}
not-media,question,not_media,which {music_artist_name} featured in {cartoon_name}
not-media,question,not_media,when was {anime_name} released
not-media,question,not_media,which {author_name} created {anime_name}
not-media,question,not_media,which {music_artist_name} created {radio_theatre_name}
not-media,question,not_media,which {director_name} directed {black_white_movie_name}
not-media,question,not_media,{generic_play_verb} {actor_name}
not-media,question,not_media,which {actor_name} directed {anime_name}
not-media,question,not_media,how many things did {author_name} create
not-media,question,not_media,which {author_name} invented {series_name}
not-media,question,not_media,which {music_artist_name} directed {cartoon_name}
not-media,question,not_media,which {author_name} starred in {anime_name}
not-media,question,not_media,when was {black_white_movie_name} debut
not-media,question,not_media,where did {actor_name} die
not-media,question,not_media,{question_verb} is {music_artist_name}
not-media,question,not_media,which {director_name} created {short_film_name}
not-media,question,not_media,which {author_name} invented {black_white_movie_name}
not-media,question,not_media,which {director_name} directed {short_film_name}
not-media,question,not_media,who featured in {black_white_movie_name}
not-media,question,not_media,which {author_name} directed {anime_name}
not-media,question,not_media,which {actor_name} invented {cartoon_name}
not-media,question,not_media,which {actor_name} created {series_name}
not-media,question,not_media,where was {director_name} born
not-media,question,not_media,what did {music_artist_name} do
not-media,question,not_media,which {director_name} invented {silent_movie_name}
not-media,question,not_media,who featured in {movie_name}
not-media,question,not_media,which {director_name} directed {movie_name}
not-media,question,not_media,what did {actor_name} create
not-media,question,not_media,{question_verb} {actor_name}
not-media,question,not_media,which {director_name} featured in {short_film_name}
not-media,question,not_media,which {director_name} created {radio_theatre_name}
not-media,question,not_media,when was {short_film_name} debut
not-media,question,not_media,which {director_name} invented {black_white_movie_name}
not-media,question,not_media,which {author_name} featured in {short_film_name}
not-media,question,not_media,which {actor_name} invented {series_name}
not-media,question,not_media,{question_verb} was {director_name}
not-media,question,not_media,which {author_name} directed {series_name}
not-media,question,not_media,which {actor_name} created {anime_name}
not-media,question,not_media,when was {movie_name} debut
not-media,question,not_media,when was {cartoon_name} released
not-media,question,not_media,which {director_name} starred in {black_white_movie_name}
not-media,question,not_media,who produced {silent_movie_name}
not-media,question,not_media,{generic_play_verb} did {director_name}
not-media,question,not_media,which {actor_name} featured in {radio_theatre_name}
not-media,question,not_media,what did {director_name} create
not-media,question,not_media,which {music_artist_name} invented {black_white_movie_name}
not-media,question,not_media,which {author_name} invented {anime_name}
not-media,question,not_media,which {actor_name} invented {black_white_movie_name}
not-media,question,not_media,which {author_name} created {radio_theatre_name}
not-media,question,not_media,who directed {radio_theatre_name}
not-media,question,not_media,which {author_name} directed {short_film_name}
not-media,question,not_media,{generic_play_verb} {author_name}
not-media,question,not_media,which {music_artist_name} invented {cartoon_name}
not-media,question,not_media,which {director_name} starred in {short_film_name}
not-media,question,not_media,which {director_name} directed {series_name}
not-media,question,not_media,when was {cartoon_name} debut
not-media,question,not_media,where did {director_name} die
not-media,question,not_media,which {author_name} featured in {silent_movie_name}
not-media,question,not_media,when was {actor_name} born
not-media,question,not_media,when was {black_white_movie_name} released
not-media,question,not_media,who produced {radio_theatre_name}
not-media,question,not_media,which {director_name} featured in {silent_movie_name}
not-media,question,not_media,who produced {anime_name}
not-media,question,not_media,{question_verb} {director_name}
not-media,question,not_media,which {author_name} directed {silent_movie_name}
not-media,question,not_media,when was {audiobook_name} released
not-media,question,not_media,which {director_name} starred in {silent_movie_name}
not-media,question,not_media,which {author_name} directed {cartoon_name}
not-media,question,not_media,when was {music_artist_name} die
not-media,question,not_media,which {music_artist_name} invented {series_name}
not-media,question,not_media,which {music_artist_name} invented {silent_movie_name}
not-media,question,not_media,{question_verb} did {music_artist_name}
not-media,question,not_media,when was {director_name} born
not-media,question,not_media,{question_verb} was {author_name}
not-media,question,not_media,how many things did {actor_name} discover
not-media,question,not_media,who starred in {series_name}
not-media,question,not_media,how many things did {music_artist_name} discover
not-media,question,not_media,which {actor_name} starred in {cartoon_name}
not-media,question,not_media,which {actor_name} invented {radio_theatre_name}
not-media,question,not_media,{question_verb} was {music_artist_name}
not-media,question,not_media,how many things did {author_name} discover
not-media,question,not_media,which {author_name} invented {silent_movie_name}
not-media,question,not_media,{question_verb} is {author_name}
not-media,question,not_media,which {actor_name} created {short_film_name}
not-media,question,not_media,which {director_name} created {silent_movie_name}
not-media,question,not_media,which {music_artist_name} directed {series_name}
not-media,question,not_media,who starred in {radio_theatre_name}
not-media,question,not_media,which {actor_name} starred in {black_white_movie_name}
not-media,question,not_media,where was {actor_name} death
not-media,question,not_media,which {music_artist_name} featured in {short_film_name}
not-media,question,not_media,when was {silent_movie_name} debut
not-media,question,not_media,which {author_name} featured in {radio_theatre_name}
not-media,question,not_media,what did {director_name} discover
not-media,question,not_media,which {music_artist_name} starred in {black_white_movie_name}
not-media,question,not_media,who produced {series_name}
not-media,question,not_media,who directed {cartoon_name}
not-media,question,not_media,when was {author_name} born
not-media,question,not_media,how many things did {music_artist_name} invent
not-media,question,not_media,which {director_name} starred in {anime_name}
not-media,question,not_media,{generic_play_verb} is {director_name}
not-media,question,not_media,when was {movie_name} released
not-media,question,not_media,{generic_play_verb} was {director_name}
not-media,question,not_media,which {music_artist_name} created {cartoon_name}
not-media,question,not_media,who directed {black_white_movie_name}
not-media,question,not_media,which {music_artist_name} invented {radio_theatre_name}
not-media,question,not_media,which {music_artist_name} invented {movie_name}
not-media,question,not_media,which {author_name} directed {movie_name}
not-media,question,not_media,which {music_artist_name} directed {black_white_movie_name}
not-media,question,not_media,which {author_name} starred in {silent_movie_name}
not-media,question,not_media,which {actor_name} created {black_white_movie_name}
not-media,question,not_media,which {director_name} starred in {radio_theatre_name}
not-media,question,not_media,{generic_play_verb} did {author_name}
not-media,question,not_media,which {author_name} starred in {short_film_name}
not-media,question,not_media,which {actor_name} directed {short_film_name}
not-media,question,not_media,which {actor_name} directed {black_white_movie_name}
not-media,question,not_media,who featured in {radio_theatre_name}
not-media,question,not_media,which {director_name} created {series_name}
not-media,question,not_media,{generic_play_verb} is {music_artist_name}
not-media,question,not_media,where did {author_name} die
not-media,question,not_media,when was {actor_name} die
not-media,question,not_media,which {director_name} invented {anime_name}
not-media,question,not_media,{question_verb} is {director_name}
not-media,question,not_media,which {music_artist_name} created {short_film_name}
not-media,question,not_media,how many things did {actor_name} invent
not-media,question,not_media,which {music_artist_name} directed {anime_name}
not-media,question,not_media,what did {author_name} do
not-media,question,not_media,when was {music_name} released
not-media,question,not_media,who starred in {cartoon_name}
not-media,question,not_media,how did {director_name} die
not-media,question,not_media,which {music_artist_name} created {movie_name}
not-media,question,not_media,which {author_name} starred in {cartoon_name}
not-media,question,not_media,which {actor_name} directed {series_name}
not-media,question,not_media,which {author_name} created {short_film_name}
not-media,question,not_media,when was {short_film_name} released
not-media,question,not_media,which {music_artist_name} starred in {movie_name}
not-media,question,not_media,{generic_play_verb} {director_name}
not-media,question,not_media,when was {music_artist_name} born
not-media,question,not_media,which {music_artist_name} created {anime_name}
not-media,question,not_media,which {author_name} featured in {black_white_movie_name}
not-media,question,not_media,which {actor_name} directed {radio_theatre_name}
not-media,question,not_media,which {actor_name} featured in {movie_name}
not-media,question,not_media,which {actor_name} directed {cartoon_name}
not-media,question,not_media,which {director_name} featured in {anime_name}
not-media,question,not_media,who starred in {silent_movie_name}
not-media,question,not_media,which {music_artist_name} starred in {series_name}
not-media,question,not_media,who produced {short_film_name}
not-media,question,not_media,who featured in {silent_movie_name}
not-media,question,not_media,{question_verb} did {actor_name}
not-media,question,not_media,{generic_play_verb} {music_artist_name}
not-media,question,not_media,which {actor_name} invented {anime_name}
not-media,question,not_media,which {director_name} featured in {series_name}
not-media,question,not_media,what did {actor_name} do
not-media,question,not_media,where was {director_name} death
not-media,question,not_media,which {director_name} created {cartoon_name}
not-media,question,not_media,which {music_artist_name} directed {silent_movie_name}
not-media,question,not_media,which {actor_name} starred in {silent_movie_name}
not-media,question,not_media,how many things did {actor_name} create
not-media,question,not_media,which {actor_name} directed {movie_name}
not-media,question,not_media,which {actor_name} created {movie_name}
not-media,question,not_media,which {actor_name} starred in {anime_name}
media,audio,short_sound,{generic_play_verb} {short_sound_name} {short_sound_literal}
media,audio,short_sound,{audio_play_verb} {short_sound_genre} {short_sound_literal} from {short_sound_provider}
media,audio,short_sound,{generic_play_verb} {short_sound_name} from {short_sound_provider}
media,audio,short_sound,{audio_play_verb} {short_sound_name} {short_sound_literal}
media,audio,short_sound,{generic_play_verb} {short_sound_provider}
media,audio,short_sound,{generic_play_verb} {short_sound_genre} {short_sound_literal} in {short_sound_provider}
media,audio,short_sound,{generic_play_verb} {short_sound_genre} {short_sound_literal}
media,audio,short_sound,{audio_play_verb} {short_sound_literal} available in {short_sound_provider}
media,audio,short_sound,{generic_play_verb} {short_sound_literal} available in {short_sound_provider}
media,audio,short_sound,{generic_play_verb} {short_sound_genre} {short_sound_literal} from {short_sound_provider}
media,audio,short_sound,{audio_play_verb} {short_sound_genre} {short_sound_literal} in {short_sound_provider}
media,audio,short_sound,{generic_play_verb} {short_sound_literal} in {short_sound_provider}
media,audio,short_sound,{generic_play_verb} {short_sound_name}
media,audio,short_sound,{audio_play_verb} {short_sound_genre} in {short_sound_provider}
media,audio,short_sound,{audio_play_verb} {short_sound_name} in {short_sound_provider}
media,audio,short_sound,{audio_play_verb} {short_sound_name} {short_sound_literal} in {short_sound_provider}
media,audio,short_sound,{audio_play_verb} {short_sound_literal} from {short_sound_provider}
media,audio,short_sound,{generic_play_verb} {short_sound_literal}
media,audio,short_sound,{audio_play_verb} {short_sound_name} from {short_sound_provider}
media,audio,short_sound,{audio_play_verb} {short_sound_name} {short_sound_literal} from {short_sound_provider}
media,audio,short_sound,{generic_play_verb} {short_sound_name} {short_sound_literal} in {short_sound_provider}
media,audio,short_sound,{audio_play_verb} {short_sound_literal} in {short_sound_provider}
media,audio,short_sound,{generic_play_verb} {short_sound_literal} from {short_sound_provider}
media,audio,short_sound,{generic_play_verb} {short_sound_genre} in {short_sound_provider}
media,audio,short_sound,{generic_play_verb} {short_sound_genre} from {short_sound_provider}
media,audio,short_sound,{audio_play_verb} {short_sound_genre} {short_sound_literal}
media,audio,short_sound,{audio_play_verb} {short_sound_provider}
media,audio,short_sound,{audio_play_verb} {short_sound_genre} from {short_sound_provider}
media,audio,short_sound,{generic_play_verb} {short_sound_name} {short_sound_literal} from {short_sound_provider}
media,audio,short_sound,{audio_play_verb} {short_sound_literal}
media,audio,short_sound,{audio_play_verb} {short_sound_name}
media,audio,short_sound,{generic_play_verb} {short_sound_name} in {short_sound_provider}
media,audio,music,{generic_play_verb} {music_name} featuring {music_artist_name}
media,audio,music,{generic_play_verb} {music_genre} in {music_provider}
media,audio,music,{audio_play_verb} {music_name} {music_literal}
media,audio,music,{audio_play_verb} {cartoon_name} {music_literal}
media,audio,music,{audio_play_verb} {music_name} featuring {music_artist_name}
media,audio,music,{generic_play_verb} {music_name} from {album_name} in {music_provider}
media,audio,music,{audio_play_verb} {music_provider}
media,audio,music,{audio_play_verb} {music_name} played by {music_artist_name}
media,audio,music,{generic_play_verb} {black_white_movie_genre} {music_literal}
media,audio,music,{audio_play_verb} {music_literal}
media,audio,music,{generic_play_verb} {music_genre} concert in {country_name}
media,audio,music,{generic_play_verb} {music_name} acoustic version
media,audio,music,{audio_play_verb} {anime_name} {music_literal} adaptation
media,audio,music,{generic_play_verb} {album_name} played by {music_artist_name}
media,audio,music,{audio_play_verb} {music_name} {music_literal} from {music_provider}
media,audio,music,{generic_play_verb} {album_name}
media,audio,music,{generic_play_verb} {music_artist_name} live
media,audio,music,{generic_play_verb} {music_genre} {music_literal}
media,audio,music,{generic_play_verb} {music_name} from {album_name} by {music_artist_name} in {music_provider}
media,audio,music,{generic_play_verb} {short_film_name} {music_literal}
media,audio,music,{audio_play_verb} {music_name} by {music_artist_name}
media,audio,music,{generic_play_verb} {music_name} from {album_name} by {music_artist_name}
media,audio,music,{audio_play_verb} {music_genre} concert in {country_name}
media,audio,music,{audio_play_verb} {music_name} from {album_name} by {music_artist_name} in {music_provider}
media,audio,music,{generic_play_verb} {music_literal}
media,audio,music,{audio_play_verb} {music_genre} {music_literal} from {music_provider}
media,audio,music,{audio_play_verb} {music_name} from {album_name} in {music_provider}
media,audio,music,{audio_play_verb} {music_genre}
media,audio,music,{generic_play_verb} {silent_movie_genre} {music_literal}
media,audio,music,{generic_play_verb} {music_name} {music_literal}
media,audio,music,{generic_play_verb} {country_name} {music_genre}
media,audio,music,{audio_play_verb} {album_name} by {music_artist_name}
media,audio,music,{generic_play_verb} {cartoon_genre} {music_literal}
media,audio,music,{audio_play_verb} {country_name} {music_name} by {music_artist_name}
media,audio,music,{generic_play_verb} {movie_name} {music_literal} adaptation
media,audio,music,{audio_play_verb} {cartoon_name} {music_literal} adaptation
media,audio,music,{generic_play_verb} {album_name} from {music_artist_name}
media,audio,music,{audio_play_verb} {music_genre} {music_literal}
media,audio,music,{audio_play_verb} {music_name} by {music_artist_name} from {album_name}
media,audio,music,{audio_play_verb} {silent_movie_name} {music_literal} adaptation
media,audio,music,{audio_play_verb} {music_genre} by {music_artist_name}
media,audio,music,{audio_play_verb} {music_name} live
media,audio,music,{audio_play_verb} {music_genre} {album_name} by {music_artist_name}
media,audio,music,{generic_play_verb} {short_film_name} {music_literal} adaptation
media,audio,music,{generic_play_verb} {country_name} {music_name} by {music_artist_name}
media,audio,music,{audio_play_verb} {music_artist_name} live from {country_name}
media,audio,music,{generic_play_verb} {music_genre}
media,audio,music,{audio_play_verb} {music_literal} available in {music_provider}
media,audio,music,{generic_play_verb} {silent_movie_name} {music_literal} adaptation
media,audio,music,{audio_play_verb} {album_name} from {music_artist_name}
media,audio,music,{generic_play_verb} {country_name} {music_genre} {music_literal}
media,audio,music,{audio_play_verb} {music_playlist_name}
media,audio,music,{generic_play_verb} {music_name} by {music_artist_name} from {album_name}
media,audio,music,{generic_play_verb} {music_name} from {music_provider}
media,audio,music,{generic_play_verb} {cartoon_name} {music_literal}
media,audio,music,{generic_play_verb} {music_artist_name} live at {country_name}
media,audio,music,{audio_play_verb} {music_genre} in {music_provider}
media,audio,music,{audio_play_verb} {game_name} {music_literal}
media,audio,music,{audio_play_verb} {music_name} {music_literal} in {music_provider}
media,audio,music,{generic_play_verb} {series_name} {music_literal} adaptation
media,audio,music,{audio_play_verb} {music_name} by {music_artist_name} from {album_name} in {music_provider}
media,audio,music,{audio_play_verb} {game_name} {music_literal} adaptation
media,audio,music,{audio_play_verb} {music_artist_name} live at {country_name}
media,audio,music,{generic_play_verb} {music_genre} {music_literal} in {music_provider}
media,audio,music,{audio_play_verb} {anime_name} {music_literal}
media,audio,music,{audio_play_verb} {black_white_movie_genre} {music_literal}
media,audio,music,{audio_play_verb} {movie_genre} {music_literal}
media,audio,music,{generic_play_verb} {music_name} {music_literal} in {music_provider}
media,audio,music,{generic_play_verb} {music_literal} from {music_provider}
media,audio,music,{audio_play_verb} {album_name} cover by {music_artist_name}
media,audio,music,{generic_play_verb} {cartoon_name} {music_literal} adaptation
media,audio,music,{audio_play_verb} {country_name} {music_genre} {album_name} by {music_artist_name}
media,audio,music,{audio_play_verb} {music_genre} from {music_provider}
media,audio,music,{generic_play_verb} {music_name} from {album_name}
media,audio,music,{generic_play_verb} {music_name} by {music_artist_name} from {album_name} in {music_provider}
media,audio,music,{generic_play_verb} {music_genre} live from {country_name}
media,audio,music,{generic_play_verb} {album_name} featuring {music_artist_name}
media,audio,music,{audio_play_verb} {music_genre} {music_literal} from {country_name}
media,audio,music,{generic_play_verb} {black_white_movie_name} {music_literal} adaptation
media,audio,music,{audio_play_verb} {short_film_genre} {music_literal}
media,audio,music,{audio_play_verb} {album_name} live
media,audio,music,{generic_play_verb} {music_name} live
media,audio,music,{generic_play_verb} {music_name} played by {music_artist_name}
media,audio,music,{generic_play_verb} {game_genre} {music_literal}
media,audio,music,{audio_play_verb} {series_name} {music_literal} adaptation
media,audio,music,{audio_play_verb} {silent_movie_name} {music_literal}
media,audio,music,{generic_play_verb} {album_name} by {music_artist_name} in {music_provider}
media,audio,music,{generic_play_verb} {music_literal} available in {music_provider}
media,audio,music,{generic_play_verb} {anime_genre} {music_literal}
media,audio,music,{generic_play_verb} {short_film_genre} {music_literal}
media,audio,music,{audio_play_verb} {series_name} {music_literal}
media,audio,music,{generic_play_verb} {movie_genre} {music_literal}
media,audio,music,{audio_play_verb} {series_genre} {music_literal}
media,audio,music,{audio_play_verb} {album_name} played by {music_artist_name}
media,audio,music,{audio_play_verb} {music_name} from {album_name} by {music_artist_name}
media,audio,music,{generic_play_verb} {game_name} {music_literal} adaptation
media,audio,music,{generic_play_verb} {music_playlist_name}
media,audio,music,{generic_play_verb} {music_genre} {music_literal} from {country_name}
media,audio,music,{audio_play_verb} {music_name} remix by {music_artist_name}
media,audio,music,{audio_play_verb} {music_genre} live at {country_name}
media,audio,music,{audio_play_verb} {music_name} from {album_name}
media,audio,music,{generic_play_verb} {music_genre} from {country_name}
media,audio,music,{audio_play_verb} {music_literal} in {music_provider}
media,audio,music,{generic_play_verb} {movie_name} {music_literal}
media,audio,music,{generic_play_verb} {music_literal} in {music_provider}
media,audio,music,{audio_play_verb} {black_white_movie_name} {music_literal}
media,audio,music,{generic_play_verb} {music_genre} {music_literal} from {music_provider}
media,audio,music,{audio_play_verb} {music_genre} {music_literal} live at {music_provider}
media,audio,music,{audio_play_verb} {album_name} from {music_artist_name} in {music_provider}
media,audio,music,{generic_play_verb} {country_name} {music_genre} {album_name} by {music_artist_name}
media,audio,music,{audio_play_verb} {music_name} in {music_provider}
media,audio,music,{generic_play_verb} {music_name} by {music_artist_name} in {music_provider}
media,audio,music,{generic_play_verb} {music_genre} {album_name} by {music_artist_name}
media,audio,music,{audio_play_verb} {album_name}
media,audio,music,{generic_play_verb} {silent_movie_name} {music_literal}
media,audio,music,{generic_play_verb} {anime_name} {music_literal}
media,audio,music,{audio_play_verb} {short_film_name} {music_literal} adaptation
media,audio,music,{generic_play_verb} {anime_name} {music_literal} adaptation
media,audio,music,{audio_play_verb} {short_film_name} {music_literal}
media,audio,music,{generic_play_verb} {series_genre} {music_literal}
media,audio,music,{generic_play_verb} {music_genre} live at {country_name}
media,audio,music,{generic_play_verb} {music_provider}
media,audio,music,{audio_play_verb} {music_genre} festival in {country_name}
media,audio,music,{generic_play_verb} {music_artist_name} live from {country_name}
media,audio,music,{generic_play_verb} {music_genre} {music_literal} live at {music_provider}
media,audio,music,{generic_play_verb} {music_genre} by {music_artist_name}
media,audio,music,{generic_play_verb} {music_genre} from {music_provider}
media,audio,music,{generic_play_verb} {black_white_movie_name} {music_literal}
media,audio,music,{generic_play_verb} {music_name} {music_literal} from {music_provider}
media,audio,music,{audio_play_verb} {music_name} by {music_artist_name} in {music_provider}
media,audio,music,{generic_play_verb} {music_name} remix by {music_artist_name}
media,audio,music,{audio_play_verb} {album_name} featuring {music_artist_name}
media,audio,music,{generic_play_verb} {music_name} in {music_provider}
media,audio,music,{generic_play_verb} {game_name} {music_literal}
media,audio,music,{audio_play_verb} {music_artist_name} live
media,audio,music,{audio_play_verb} {music_genre} live performance
media,audio,music,{generic_play_verb} {music_name} cover by {music_artist_name}
media,audio,music,{generic_play_verb} {country_name} {album_name} by {music_artist_name}
media,audio,music,{generic_play_verb} {music_genre} festival in {country_name}
media,audio,music,{audio_play_verb} {album_name} by {music_artist_name} in {music_provider}
media,audio,music,{generic_play_verb} {album_name} from {music_artist_name} in {music_provider}
media,audio,music,{audio_play_verb} {movie_name} {music_literal} adaptation
media,audio,music,{generic_play_verb} {album_name} by {music_artist_name}
media,audio,music,{audio_play_verb} {country_name} {music_genre} {music_literal}
media,audio,music,{audio_play_verb} {game_genre} {music_literal}
media,audio,music,{generic_play_verb} {series_name} {music_literal}
media,audio,music,{audio_play_verb} {cartoon_genre} {music_literal}
media,audio,music,{audio_play_verb} {music_genre} from {country_name}
media,audio,music,{generic_play_verb} {music_genre} live performance
media,audio,music,{audio_play_verb} {music_name} from {music_provider}
media,audio,music,{audio_play_verb} {anime_genre} {music_literal}
media,audio,music,{audio_play_verb} {silent_movie_genre} {music_literal}
media,audio,music,{audio_play_verb} {music_name}
media,audio,music,{generic_play_verb} {music_name}
media,audio,music,{audio_play_verb} {music_name} cover by {music_artist_name}
media,audio,music,{audio_play_verb} {black_white_movie_name} {music_literal} adaptation
media,audio,music,{audio_play_verb} {country_name} {album_name} by {music_artist_name}
media,audio,music,{audio_play_verb} {movie_name} {music_literal}
media,audio,music,{audio_play_verb} {music_genre} live from {country_name}
media,audio,music,{audio_play_verb} {music_genre} {music_literal} in {music_provider}
media,audio,music,{generic_play_verb} {music_name} by {music_artist_name}
media,audio,music,{audio_play_verb} {country_name} {music_genre}
media,audio,music,{audio_play_verb} {music_literal} from {music_provider}
media,audio,music,{generic_play_verb} {album_name} live
media,audio,music,{generic_play_verb} {music_artist_name}
media,audio,music,{generic_play_verb} {album_name} cover by {music_artist_name}
media,audio,music,{audio_play_verb} {music_name} acoustic version
